i want to leave you with one last thought .	最後我想留給你們一個想法 。
and they made a killing off of " guardians of the galaxy . "	他們從 「 銀河的守護者 」 中殺死了 。
in many cases , you can also see how a building looks from a nearby street .	在許多情況下 , 你也可以看到建築物是如何從附近的街道看來的 。
is there some driving force through evolution that allows matter to compete ?	透過演化 , 有一些驅動力可以對抗嗎 ?
so i walk out of there . they said , " we'll let you go , go . "	所以我走出去 。 他們說: 「 我們會讓你走 , 去吧 。 」
ln: oh my god , i want a pet rabbitcamel .	林:喔 , 我的天啊 , 我想要一個petrabbitcamel 。
that means that if you're a teacher , go to school and give your students the best .	這意味著 , 如果你是老師 , 去上學 , 給你的學生最好的 。
these differences became a source of inspired artistic celebration .	這些差異變成啟發藝術的來源 。
but before we reject democracy , let's imagine what it could be .	但在我們拒絕民主之前 , 我們來想像它會是什麼樣子 。
now , animal rights , obviously they don't want animals used for meat .	現在 , 動物權利 , 顯然他們不希望動物用於肉類 。
you make x amount per widget . i want to know what the driver is .	你每次智慧都要做x量 。 我想知道駕駛者是什麼 。
i mean did we actually determine the exact age and height of 10 million people ?	我的意思是 , 我們真的決定了一千萬人的年齡和高度嗎 ?
if you don't like the subject or the performance , you can hold the red .	如果你不喜歡受試者或表演 , 你可以拿著紅色 。
what i had done is i had tuned out of cancer and tuned into my dance .	我做的是 , 我從癌症中調節並調節到我的舞蹈中 。
the memorable , i think , is really our world , what we think the world is .	我認為 , 記憶力真的是我們的世界 , 我們認為世界是這樣的 。
if i design a tool that can be turned into a weapon , should i build it ?	如果我設計一個可以被轉化成武器的工具 , 我應該建造它嗎 ?
i gave my intro , and i played the jellyfish scene .	我給了我的介紹 , 我扮演了水母的場景 。
meanwhile , they're not safe , and they have no access to lawyers .	同時 , 他們並不安全 , 也沒有律師 。
i was born in bangladesh , but grew up mostly in england .	我在孟加拉出生 , 但大部分是在英國長大 。
and you know , one of them was a starting player for a season and a half .	其中一個是季節的開玩家 。
and poem 2 was generated by an algorithm called rkcp .	二號詩是由一個叫做rkcp的演算法所產生的 。
we painted in nairobi , and then we painted in mombasa .	我們在奈洛比畫 , 然後我們在孟買畫 。
sophie hears lots of shouting ; her mum's crying .	蘇菲聽到許多大聲喊叫 , 她媽媽哭了 。
it was the first time the story of stonewall had been told to a national audience .	那是第一次 , 史東威爾的故事被告訴國家觀眾 。
in reality , many projects would run over time and over budget , anyway .	實際上 , 許多計畫會隨時間而來 , 經費超過預算 。
i'm not sharing this to sensationalize kensington .	我不是要分享給肯辛頓的感覺 。
one of the things that underpins it is this idea of resilience .	其中一件事 , 就是這種適應力的概念 。
and so i began to think of ways in which i could basically take myself out of the picture .	所以我開始思考 , 基本上 , 我可以把我自己從照片中拿出來 。
some will go on for further education , but many will enter the workforce .	有些人會繼續進一步接受教育 , 但很多人會進入勞動力 。
i've always rejected it and all the legacy it was born into .	我一直拒絕它 , 所有它出生的遺產 。
these students , however , were simply told what to think , and they obeyed .	然而 , 這些學生只是被告知要思考什麼 , 他們肥胖了 。
some of us were eating in good restaurants and learning how to cook well .	我們有些人在好餐廳吃飯 , 學習如何烹飪 。
and we'd recognize that we are all part of the same human family .	我們會意識到 , 我們都是同一個人類家庭的一部分 。
you can see something that you couldn't see when you only had smaller amounts of it .	你可以看到一些你看不到的東西 , 只有少量的物體 。
i would never have been that adventurous before i started my 30day challenges .	在我開始三十天的挑戰之前 , 我永遠不會冒險 。
the report was titled , " india: the story you never wanted to hear . "	報告被提到: 「 印度:你從來沒有想聽的故事 。 」
as the day closes , we can hear the rumble of wagons outside .	隔天 , 我們可以聽見外面的蜻蜓的謠言 。
perhaps my biggest problem with coming from countries is the myth of going back to them .	也許我對來自國家最大的問題 , 就是回到他們身上的迷思 。
" love consists of overestimating the differences between one woman and another . "	「 愛是由過度估計一個女人和另一個女人之間的差異所組成 。 」
and they used to be asking , " what do we do about introducing automation ? "	他們以前會問: 「 我們要如何介紹自動化 ? 」
for example , this flag waving right in front of the veterinary facility .	比如 , 這個旗幟在獸醫設備前面揮舞著 。
sometimes under those hats there's a lot of joy and a lot of sorrow . "	有時候 , 在那些帽子下面有許多喜悅和許多悲傷 。 」
evidence suggests these drugs also act on the cerebral cortex .	證據顯示 , 這些藥物也在腦皮質上作用 。
listen to politicians now , with their comprehensive 12point plans .	現在 , 聽聽政治人物 , 用他們全面的12點計畫來聽 。
this is not about new technology , it's just rearranging our metal furniture .	這不是新科技 , 而是重新排列我們的金屬家具 。
and i would suggest that this has something to do with the internet . it's not a fluke .	我建議這和網路有關 。 這不是流感 。
it's from trophy fish caught off the coast of florida .	它來自佛羅里達海岸的特洛菲魚 。
this is the billy bookcase it's ikea's biggest selling product .	這是比利書 , 這是ikea最大的銷售產品 。
it's almost impossible to believe the progress we've made since 1994 .	從1994年起 , 幾乎不可能相信我們所創造的進展 。
there are several reasons for this low status of the elderly in the u . s .	美國老年人的狀況下 , 有幾個原因 。
times square is now one of the top 10 retail locations on the planet .	時代廣場現在是地球上前十個零售地點之一 。
but the crisper drawers , they're just a drawer with a slightly better seal .	但crisper抽屜者 , 他們只是一個畫家 , 用一點點更好的海豹 。
three different specialists had prescribed three different versions of the same drug to me .	三位不同的專家開了三種不同的藥物給我 。
so this already , i think , is tremendously useful in all kinds of medicine .	所以 , 我認為 , 這在各種醫學上是非常有用的 。
but i think our generation also might be the first to have the courage to embrace both love and power .	但我認為 , 我們這一代也可能是第一個擁有勇氣擁抱愛和權力的勇氣 。
and when i looked at it first , i thought , no , there's no beauty in that .	當我初次看它時 , 我想 , 不 , 那裡沒有美 。
now , to illustrate that , i want you to imagine you are driving somewhere .	為了說明這一點 , 我希望你們能想像你在某處開車 。
but all that said , we have a lot of heavy lifting to still do ahead of us .	但 , 所有這些說法 , 我們還有很多重力升遷 , 才能在我們面前做 。
the mayor defined the city's new normal as one of permanent drought .	市長把城市的新常態定義為永久乾旱 。
you've heard some examples today , but people are earning an income playing games .	你們今天聽過一些例子 , 但人們賺到收入遊戲 。
tomorrow morning , set your alarm for thirty minutes earlier .	明天早上 , 讓你的警報早三十分鐘 。
but of course that sort of thing doesn't tell us very much about what's actually going on inside .	但 , 當然 , 這類事情並不會告訴我們內心到底發生了什麼事 。
they knew that if he faced benandonner head on , he’d be crushed .	他們知道 , 如果他面臨班納唐納的頭 , 他就會被擠壓 。
he found 665 teachers from that new york post data that actually had two scores .	他找到665位來自紐約郵報的老師 , 他們有兩個分數 。
so now we have two eyes in the sky . and now the trick is getting them back .	現在我們有兩個眼睛在天空中 。 現在 , 訣竅是把它們拿回來 。
and the rest of us , the vast majority of us , struggle to get by .	我們其他人 , 大部分的人 , 掙扎要過來 。
we had also tried a bit cows , but interestingly , they were too intelligent .	我們也試過一點牛 , 但有趣的是 , 他們太聰明了 。
there has to be a purpose we care about , because it takes time and effort .	我們必須要有目的去關心 , 因為需要時間和努力 。
the first day , it was a huge umbrella cap , like a captain's cap .	第一天 , 這是一個巨大的umbrea帽子 , 就像船長一樣 。
we also play bestoftwo sets , so often , there's no loser at all .	我們也玩最好的軟體設備 , 通常 , 根本沒有輸家 。
so it's early days , to be upfront , but we're excited about it .	所以 , 早期 , 要面對它 , 但我們對它感到興奮 。
it's going to move in front of the star just like that , creates a wonderful shadow .	它會在恆星面前移動 , 創造出美麗的影子 。
in every past version , the main character has been an evil queen .	在過去的每個版本中 , 主要的角色是邪惡的皇后 。
so what this picture isn't showing you are all the planets that we know about out there in space .	這張照片並不顯示我們在太空中所知道的所有行星 。
you have to study vision with the realization of how the movement system is going to use vision .	你必須研究視覺 , 了解運動系統如何使用視覺 。
normally it's sort of cordoned off when it's in a museum .	一般來說 , 博物館中 , 它有點被忽略了 。
this is in fact , this beautiful photograph , is in fact over the amazon .	事實上 , 這張美麗的照片其實是在亞馬遜 。
it may absorb light , but it certainly does not reflect character .	它可能吸收光線 , 但它肯定不會反射角色 。
it's called , " finisterre , " for marlene mccormack .	它叫做 「 菲尼斯特雷 」 , 對瑪琳麥克風而言 。
the village , the women , the men , everybody came together to support me to come to get an education .	村落 , 女人 , 男人 , 所有人聚在一起 , 支持我來接受教育 。
and it was doc watson singing and playing " shady grove . "	它是docwatson唱歌 , 演奏 「 陰影的墳墓 」 。
families are the heart and lifeblood of the migrant trail .	家庭是移民軌道的核心和生命 。
so one random day , i wandered to the nearest building to my dorm room .	所以 , 有一天 , 我隨機遊到附近的宿舍房間 。
so for this , we developed many different types of nonvisual user interface technology .	因此 , 我們開發了許多不同的非視覺使用者介面技術 。
or , you know , vibribbon was not distributed here in the united states .	或者 , 你知道的 , 維布里班本並不是在美國分佈的 。
i don't know if i want to live in a world where knowledge is obsolete .	我不知道我是否想要生活在一個有知識被淘汰的世界 。
i'm not transgender . i don't know anybody that's transgender .	我不是變性人 。 我不知道任何變性人 。
so we strained it from the edges , and we held it by cables .	所以我們把它從邊緣綁住 , 用纜繩來保持它 。
the time has come for us to call for a cognitive liberty revolution .	該是我們呼籲認知自由革命的時候了 。
god knows though , there are worse twists your obsessions can take .	然而 , 上帝知道 , 你的癡迷會更糟糕 。
it's usually some kind of choice between the vocational and the intellectual .	通常是職業和智力之間的選擇 。
notice , it's a little uncomfortable for me to even ask you those questions .	注意到 , 我有點不舒服 , 甚至問你這些問題 。
well , that struck me as the height of extravagance and frivolity .	嗯 , 這讓我驚訝的是 , 挖掘和商業的高度 。
and it's made of polyethylene , so it's very thin .	它是由聚乙烯組成 , 所以它很薄 。
why is it that we treat culture erasure and economic displacement as inevitable ?	為什麼我們把文化的荒謬和經濟的離所視為不可避免的 ?
i think how long the boy will wait before he realizes that daddy is not on his way .	我想男孩會等多久 , 在他意識到爸爸不在他路上 。
and the question that i'd like to leave you with is this: will your tribes change the world ?	我想留給你們的問題是:你的部落會改變世界嗎 ?
i adapted and produced " a dream play " by august strindberg .	我適應並製作 「 8月的夢想遊戲 」 。
you can begin the process of egg fusion by adding an egg of any color to the room .	你可以從蛋核融合的過程中開始 , 加入任何顏色的蛋 。
and this was the portion of my brain that i lost on the morning of my stroke .	這是我在中風那天早上失去的大腦的部份 。
it's extremely frustrating on any camera under $1 , 000 .	它對任何攝影機都非常沮喪 。
i have this huge network of supporters behind me , and there is no way i'm ever going to stop .	我背後有這麼大的支持者網絡 , 我永遠不會停止 。
they're preengineered to be light , sound , motors and sensors .	它們是用光、聲音、馬達和感應器來製造的 。
it would be 10 times bigger than the size of that screen , going 10 times deeper as well .	比螢幕大了10倍 , 還要更深10倍 。
i went to see a dozo chief ; he told me about his magical powers .	我去看了一首dozo首席 , 他告訴我他的魔法力量 。
now , like ian tomlinson , he was a father , he lived in london .	就像伊安湯姆林森 , 他是父親 , 他住在倫敦 。
and there , along this line , was this thing , this glorious , bewildering thing .	在這條線上 , 就是這個東西 , 這個美妙、荒誕的東西 。
in some settings , putting your hand one someone else's is deeply compassionate .	在某些情況下 , 把你的手放在別人的手上 , 是非常有同情心的 。
and they surprise themselves at just how innovative they and their teams really are .	他們驚訝的是他們的創新和團隊有多麼的創新 。
to what extent do you think you will use your storytelling in the real world to effect change ?	你認為你會用你在真實世界裡的故事來影響改變 ?
my tiny humans show me how to live and the hum of the universe fills me up .	我的小小的人類讓我知道如何活著 , 宇宙的中心填滿了我 。
and their curiosity changed the way people thought about the world , and thus it changed the world .	他們的好奇心改變了人們對世界的看法 , 因此改變了世界 。
on the left is water coming through the shore , taken from a nasa satellite .	左邊是從太空總署衛星拍攝的水 。
africa has learned , or is learning somewhat slowly , that markets don't happen by themselves .	非洲已經學會了 , 或慢慢地學習 , 市場本身並不會發生 。
they deliver about 5 watts per square meter of land area .	每平方公尺的土地面積大約有5瓦 。
actually , a building is about the most expensive solution you can think of to almost any given problem .	事實上 , 建築物是你能想到最昂貴的解決方案 。
she said , " no mom . i mean , i don't like boys . i like girls .	她說: 「 沒有媽媽 。 我是說 , 我不喜歡男孩 。 我喜歡女孩 。
we won't go to mars , because everyone thinks there are more important things to do here on earth .	我們不會去火星 , 因為每個人都認為地球上有更重要的事要做 。
when election day is over , a great local paper is still there , waiting like a watchdog .	當選舉日結束時 , 一篇很棒的當地論文仍然在那裡 , 等著像看守者一樣 。
all cacilda and i have done is extend this sharing behavior to sexuality .	所有的卡西達和我都做過 , 就是延伸這種共享行為給性行為 。
and for the first time since high school , i found myself without a learning community , and it was miserable .	自從高中畢業後 , 我第一次發現自己沒有學習社群 , 且很悲慘 。
you might say that the theme is nature and everything that follows is a variation on the subject .	你可能會說 , 主題是自然的 , 而接下來的一切都是主題的變異 。
but when i stepped back , i felt myself at the cold , hard center of a perfect storm .	但當我退步時 , 我覺得自己處於一個完美暴風雨的寒冷中央 。
microalgae make the omega3s , they're only bioconcentrated in fish .	微藻製造香菸 , 只有生物集中在魚身上 。
see that chair there ? the orange one ? that's the organic chair . 1940 .	看到那張椅子嗎 ? 橘色一張 ? 那是有機椅子 。 1940年 。
martin zweig: you were recently quoted in an article .	馬丁·扎威格:最近你被一篇文章引用 。
actually , a lot of things are better with fire in my world , but the fire's just a foundation .	事實上 , 在我的世界中 , 很多事情都很擅長火 , 但火只是個基礎 。
and because it's so much stuff , it's really important for the atmospheric system .	因為它是這麼多東西 , 對大氣系統很重要 。
so here's our little solar system , as we pull away from our melted planet here .	這是我們的小太陽系 , 我們從熔化的星球中拉出去 。
1968 , i put out the whole earth catalog . was " mister natural " for a while .	1968年 , 我出版了整個地球目錄 。 一陣子是 「 自然 」 。
they're ready to give you something for whatever it is they're hungry for . "	他們準備好要給你一些東西 , 不論是什麼 , 他們都餓了 。 」
we presented our plan at the white house two weeks after president trump moved in .	我們在白宮展示了我們的計畫 , 兩週後川普總統搬進來 。
that's another work we are doing in our lab: trying to access this inner voice in dreams .	這是我們實驗室的另一項工作:試圖在夢想中取得內在聲音 。
it's funny when you walk , you walk sidebyside , in the same common direction .	當你走路時 , 走路很有趣 , 走向同一個方向 。
and everyone i met over there who's an entrepreneur struggled with school .	我在那裡遇到的每一個人 , 都是一間企業家在學校掙扎著 。
when you put them together , they behave like one highperformance quadrocopter .	當你把它們放在一起時 , 它們就像一個高水平的四分之一 。
and it all happened so quickly: i then i don't know how it happened but i went underwater .	這一切很快就發生了:我接著不知道它是怎麼發生的 , 但我去了水底 。
my wife counts them among her most treasured moments as a mom .	我妻子在她身為母親最寶貴的時刻中數著他們 。
why are we offering only handcuffs , jail time and this fugitive existence ?	為什麼我們只能提供手銬、監獄時間和這種惡性存在 ?
these are the 1 , 556 nearearth asteroids discovered just last year .	這是去年發現的1 , 56個附近小行星 。
but the reality of modern work and modern life is that nobody does it alone .	但現代工作和現代生活的現實是 , 沒有人獨自做 。
and the best teachers were the girls , not the boys , and they were terrific .	最好的老師是女孩 , 而不是男孩 , 他們很棒 。
humans don't learn by being told what they see , but by learning for themselves what these things are .	人類不會被告知 , 但透過學習這些東西是什麼 。
no , but the issue of city building in democracy is interesting because it creates chaos , right ?	不 , 但民主的城市建築問題很有趣 , 因為它創造混亂 , 對吧 ?
and in fact , even in that very first event , ligo found things that we didn't expect .	事實上 , 即使在第一次事件中 , ligo也發現了我們沒有預期的事物 。
so i wanted to build something where you could have this kind of interaction on any tabletop surface .	所以我想建造一些可以讓你在任何平板表面上互動的東西 。
this is made from two layers of plastic with four pins connected to each other .	這是從兩層塑膠製成的 , 用四層的塑膠連接在一起 。
this print could be taken into hospitals to make them feel much more welcome .	這印刷可以被帶進醫院 , 讓他們覺得更歡迎 。
and i said , " huh . there are millions of americans on those two drugs . "	我說: 「 嗯 , 這兩種藥物中有數百萬美國人 。 」
i put a team together , a little over 13 months ago , got up to 20 someodd people .	十三個月前 , 我組成了一個團隊 , 來到20個人 。
when people leave , sometimes they're more transparent than they ever were when they were still at the company .	當人們離開時 , 有時候他們比以前更透明 。
until , as many of you are thinking , this year , when they finally came out with " brave . "	直到今年 , 許多人在想 , 當他們終於想到 「 勇敢 」 。
what they did in dauphin is finance it with a negative income tax .	他們在duphin所做的是用負面收入稅 。
another of its tasks is to link together independent clauses .	另一項任務是把獨立的爪子連結在一起 。
so let's say that we go to a museum with a tablet , okay ?	假設我們用一張桌子去博物館 , 好嗎 ?
so , i've now made eye glasses to my prescription .	所以 , 我現在為我的處方做了眼鏡 。
and the second thing is , we're going to restructure its architecture .	第二 , 我們將重建它的建築 。
music pulls you in with the beat and the rhythm and the melodies .	音樂把你拉進跳動和節奏和旋律裡 。
and let's see , down at the end , here , can you also come up , real quick ?	最後 , 我們來看看 , 下面 , 你能不能快速地來嗎 ?
they're mostly financial institutions in the us and the uk .	他們大部分是美國和英國的金融機構 。
it's what those light and dark surrounds meant for your behavior in the past .	這是過去那些光和黑暗背景對你行為的意義 。
moreover , we can calculate a probability that the universe was created in different states .	此外 , 我們可以計算出宇宙在不同州所創造的機率 。
they're disappearing for the reasons that all of you in this room know only too well .	他們消失的原因 , 是因為在座的各位都知道太好的原因 。
although there are that many genes , there is some method to the madness .	雖然有很多基因 , 對瘋狂有一些方法 。
people know now that i'm enthusiastic , that i'm a happy person . "	現在大家都知道我很熱衷 , 我是個快樂的人 。 」
i went to guatemala and she had sold out the national theater of guatemala .	我去了瓜地馬拉 , 她賣出了瓜地馬拉的國家劇院 。
and he goes , " yes , but i can't breath out of my nose ! "	他說: 「 是的 , 但我不能從鼻子呼吸 ! 」
and then , we've effectively become our own fakenews broadcasters .	接著 , 我們成了我們自己的假新聞傳播者 。
as we watched , they became frustrated and left to go find somebody to help on their own .	當我們看著時 , 他們很沮喪 , 離開了 , 去找一個人自己幫忙 。
the baby remains sleeping , showing no interest at all .	嬰兒仍然在睡覺 , 完全沒有興趣 。
okay , that sounds a bit abstract , so let's unpack it .	好 , 這聽起來有點抽象 , 讓我們解開它 。
a ring of bone solidifies the carapace’s edges .	一個骨頭團結了卡帕塞的邊緣 。
well you can't get much bigger than pi , the mathematical constant .	你不能比pi大很多 , 數學常數不變 。
but it was important to create a perfect place , so i tried to , in order to work and create .	但創造一個完美的地方很重要 , 所以我試著 , 為了工作和創造 。
that factory over a dozen people have committed suicide already this year .	今年已經有超過十多人自殺 。
and when you're describing your science , beware of jargon .	當你描述你的科學時 , 請注意 。
so , my kind of hero for this in the natural world are these tropical frogs .	所以 , 我對自然界中的英雄是熱帶青蛙 。
we can't claim that our ink will solve the world's pollution problem .	我們不能宣稱我們的墨水會解決世界上的污染問題 。
we're moving towards , you know , a lack of privacy , really .	我們正朝著缺乏隱私的方向邁進 。
and if he doesn't show me that it works here , i don't believe anything he said .	如果他沒有向我展示 , 它是行得通的 , 我不相信他說的任何事 。
i can , for instance , pick up the pipette and do experiments with it .	舉例來說 , 我可以拿起管子 , 用它做實驗 。
and this means we've just cracked the conundrum of safety and weight .	這意味著我們剛剛破解了安全和重量的困惑 。
the dwarves ! – their legendary smiths could make anything .	矮人 ! 他們的傳奇史密斯可以做出任何東西 。
i started thinking about how a new , fast method of learning chinese might be useful .	我開始思考 , 學習中文的新方法可能是有用的 。
but i think there was absolutely no concern that alphago would take over the world .	但我認為 , 阿爾法格多會帶領世界各地 。
and i said , " pam , you're such a modern , cuttingedge person .	我說: 「 帕姆 , 你是個現代、尖端的人 。
and what we know , in terms of their happiness: workers all want the same things .	我們知道 , 就他們的快樂來說 , 工人都想要同樣的東西 。
and i have to admit that most papers written by experts are wrong .	我必須承認大部分專家寫的論文都錯了 。
compare the chalk writing with the lexigram on the keyboard .	比較鍵盤上的x光片 。
juliet: what satisfaction canst thou have tonight ?	茱麗葉:今晚有什麼滿足感 ?
the next day , my neurologist diagnosed me with conversion disorder .	隔天 , 我的神經學家診斷出扭曲障礙 。
in social groups of animals , the juveniles always look different than the adults .	在動物的社交團體中 , 青少年和成年人看起來都不一樣 。
you see the sunbeams coming from the ventilation ducts and the train approaching .	你可以看到來自通風池的陽光和火車接近的路徑 。
they go to a spring training camp , perhaps a simulator in baseball .	他們去一個春天的訓練營 , 也許是棒球的模擬員 。
it's the basic regulating principle of the enlightenment .	這是啟蒙的基本原則 。
that's how a writing talent reveals itself on the dark side .	這就是寫才華的方式 , 在黑暗面上揭露自己 。
and i think you also see it in the kinds of riders that are on the streets .	我想你們也看到在街上的騎士 。
my dad owned an automotive and industrial repair shop .	我爸擁有一間汽車工業修復商店 。
and some illustrations even included pop culture references .	有些插圖甚至包括流行文化的參考 。
now , i think we've found the answer i and a few of my colleagues .	我想我們找到了我和幾個同事的答案 。
it's where you find the humanity , and it's where you find the truth .	它是你找到人性的地方 , 它就是你找到真相的地方 。
and i think the answer is a lot of different people are going to have to do a lot of different things .	我認為答案是很多不同的人都必須做很多不同的事 。
when they're unskilled , they can't see their own faults .	當他們不技巧時 , 他們看不到自己的錯 。
i mean , it is really very , very scary the abuse that dogs get .	我的意思是 , 狗得到的虐待真的很可怕 。
we owe an incredible debt of gratitude to these two women .	我們欠欠這兩位女士非常感恩的債務 。
has the computer already matched or even surpassed human capabilities ?	電腦是否已經符合或甚至超越人類能力 ?
and they invariably come up with , you know , here is a list of things .	他們不可思議地想出 , 你知道 , 這是一張清單 。
now , the way we pronounce and spell names varies tremendously .	現在 , 我們宣佈和咒語的方式大大不同 。
so essentially , we had our first carbonneutral volcano .	基本上 , 我們有了第一個碳中子火山 。
here is a scanning electron micrograph of a grain of pollen .	這是一粒花粉的掃描電子顯微鏡 。
now we can fast forward many thousands of years into the bronze age and beyond .	現在我們可以快轉數千年 , 進入銅時代以外的青銅時代 。
i know it sounds nerdy , but you know i'm a scientist .	我知道這聽起來很書呆子 , 但你知道我是科學家 。
that means intelligent people are in this angle . that is intelligence .	這意味著聰明的人在這個角度 。 那是智慧 。
jeff han: i'm a research scientist at nyu in new york .	傑夫·漢:我是紐約大學的一位研究科學家 。
so julie's going to her doctor's office to get treated for her asthma .	所以茱莉要去她的醫生辦公室 , 來治療她的氣喘 。
so the game's afoot , and this is the game that we play in astrobiology .	所以遊戲的腳 , 這是我們在天體生物學中玩的遊戲 。
and the professional , historical linguists in the u . s .	美國歷史語言學家
so i asked him everything about his fears , his insecurities and we started from there .	所以我問他關於他的恐懼 , 他的不安全感 , 我們從那裡開始 。
you never talk about being a woman , because someone might notice that you're a woman , right ?	你從來沒有說過身為女人 , 因為有人會注意到你是女人 , 對吧 ?
and léila came up with an incredible idea , a crazy idea .	léila想出了一個不可思議的想法 , 一個瘋狂的想法 。
that's like a drug which pushes me to keep working , even without metrics .	這就像一種藥物 , 讓我能夠繼續工作 , 即使沒有標準 。
and i've heard that a couple of times in this conference , this notion of caring .	我聽過這場會議的幾次 , 這個關心的概念 。
happy to see so many fine folks out here and so many smiling faces .	很高興能在這裡看到這麼多好人 , 很多微笑的臉孔 。
finally , in desperation , they went and they consulted a wise old woman .	最後 , 絕望地 , 他們去諮詢一位聰明的老女人 。
similar advances are happening in energy , including renewable energy .	類似的進步在能源上發生 , 包括再生能源 。
they call them fairy circles , and scientists still struggle to understand what causes them .	他們稱之為公平圓圈 , 科學家仍然掙扎要了解是什麼原因 。
instead of showing an object from the stage i’m going to do something special for the first time .	與其在舞台上展示一個物品 , 我將第一次做一些特別的事 。
and that avoids this problem of singleminded pursuit of an objective .	這避免一個目標的單一追求問題 。
i took the attention and focused it back on the kid and other people that have vitiligo .	我把注意力集中在孩子和其他有vitiligo的人身上 。
you're avoiding outside areas , or you're closing your window .	你要避免外面的區域 , 或者你要閉上窗戶 。
yes , we are 97 percent less likely to be killed by a bolt of lightning .	是的 , 97%的機率會被一連串的閃電所殺害 。
i'm here to show you how something you can't see can be so much fun to look at .	我在這裡展示給你們看你看不到的東西是多麼有趣 。
color , in a very primal way , is a sign of life , a sign of energy .	顏色 , 用非常原始的方式 , 是生命的徵兆 , 能量的徵兆 。
the job of business is to meet customer needs and to do so profitably .	企業的工作是要滿足顧客的需求 , 且要非常有利 。
of these people , 75 percent voted for obama in the actual election .	在這些人中 , 75%投票給歐巴馬的選舉 。
and how would we live such a faith ? how would i live such a faith ?	我們要如何活得如此的信仰 ? 我要如何活得如此的信仰 ?
but there's this other aspect of it for wheelies , so check this out .	但還有另一方面是輪子 , 所以檢查一下 。
there were , in fact , only a couple of people who got shot in this episode .	事實上 , 只有幾個人被拍到這集團 。
let's see if we can come close to the edge of that live volcano . "	讓我們看看我們是否能靠近現場火山的邊緣 。 」
aristophanes struck back two years later with a play called the knights .	兩年後 , 亞里斯多芬尼斯打了一齣叫做騎士的劇 。
about 25 percent are at stage two , saying , in effect , " my life sucks . "	大約25%的人在台上 , 說: 「 我的人生很糟糕 。 」
it's so hard for us to remember how interconnected we all are as human beings .	我們很難記住身為人類的連結有多麼緊密 。
and then he'd turn it the other way , and it was 100 degrees too cold .	然後他將它轉換成另一種方式 , 溫度太高了100度 。
on the board today for losing recess tomorrow , only boys .	明天在董事會上 , 只有男孩 。
i have a cd here . i'm sorry that i didn't say anything on time .	我這裡有個cd 。 很抱歉我沒有在時間上說任何話 。
ten years ago , when i was 13 years old , i first learned about the greenhouse effect .	十年前 , 當我13歲時 , 我第一次了解溫室效應 。
and this means that sometimes we'll actually switch our preferences to avoid this .	這意味著 , 有時候我們會把偏好轉換成避免這件事 。
and why did doctors working more than 1 , 300 years later so revere and fear him ?	為什麼醫生在一千三百年後工作 , 這麼激動和害怕他 ?
and it's one that echoes remarks that you've heard already today .	這是你今天已經聽過的回憶標誌之一 。
and we'll hear some talks later in the conference specifically about that .	在會議後 , 我們會聽到一些演說 , 特別是關於這件事 。
just in the last two days , we got the new temperature records in january .	就在過去兩天 , 我們在一月得到新的溫度記錄 。
well , the problem is that we've got very complicated forces in the climate system .	問題是 , 我們在氣候系統中有非常複雜的力量 。
they were either born into or they proactively surrounded themselves with the right people .	他們不是出生 , 不是他們和正確的人在一起 。
" uh , sir , have you treated with a psychiatrist before ? "	「 先生 , 你有沒有和精神病醫生治療過 ? 」
if you use apple's keynote , it's got an even better version .	如果你用蘋果的鑰匙字母 , 它就有更好的版本 。
you're helping him discover the garden by just pointing out these snails .	你只要指出這些蝸牛 , 就能幫助他發現花園 。
the same system that produces men who abuse women , produces men who abuse other men .	和虐待女人的男人一樣 , 會產生虐待別人的男人的體制 。
of course , human groups are nowhere near as cohesive as beehives .	當然 , 人類團體幾乎不像蜂箱一樣集體 。
now you think , " close hand , " and a little section of your chest contracts .	現在你會想: 「 親近的手 」 和你的胸部收縮部分 。
and i thought , this is terrible . all i'm doing is collecting case numbers .	我想 , 這是很糟糕的 。 我所做的就是收集案件數字 。
audience member: what factors determine the duration of a pandemic ?	觀眾:什麼因素決定流行病的期間 ?
what really makes it amazing: that the circulation of these newspapers were growing too .	令人驚訝的是 , 這些報紙的循環也在成長 。
i've never met a person in the world that didn't have a problem or a worry .	我從來沒有遇過世界上沒有問題或擔心的人 。
and unlike the storybook version , they weren't always nice .	不像故事書版本 , 它們並不總是很好 。
so for me , everything started many , many years ago when i met the first 3d printer .	對我來說 , 許多年前 , 當我遇到第一個3d列印機時 , 一切都開始了 。
he made 15 , 000 dollars cash and bought the house that i grew up in .	他賺了一萬五千美元 , 買了我長大的房子 。
and , you know , they had lots , just lots of stuff in there that you didn't need , i thought .	你知道 , 他們有很多 , 只是在那裏你不需要的東西 , 我想 。
so we were using the body as really the catalyst to help us to make lots of new bone .	所以我們把身體當作催化劑幫助我們製造很多新的骨頭
so , this made evolution suddenly lamarckian , instead of darwinian .	所以 , 這讓演化突然變成了伊斯蘭主義 , 而不是達爾文主義 。
it's also much easier , though , to spread the truth than it was ever before .	不過 , 要傳播真相比以前更容易 。
and what that means is that we originated in africa . it's written in our dna .	這意味著 , 我們從非洲開始 , 寫在我們的dna中 。
but it is our protected areas that are at the core of our carbon neutral strategy .	但我們的保護區在我們碳中央策略的核心 。
you're going to talk to me about my hair when i'm on the verge of losing it ?	當你在失去它的邊緣時 , 你會跟我談論我的頭髮嗎 ?
