i want to leave you with one last thought .	最後我想留給各位一個想法 。
now you know the lists i'm talking about .	現在你們知道我在說的列表 。
this next chart looks at more recent data .	下一張圖表 , 比較近期的數據 。
we love this music so much we actually dance to it .	我們很喜歡這個音樂 , 我們真的很喜歡它舞 。
here we have john von neumann .	這裡有約翰馮諾曼 。
so tell us more about what we're actually looking at here .	所以 , 多告訴我們我們現在看到的是什麼 。
now , it's not a false color view .	這不是假顏色的觀點 。
now i'm making it available to schools .	現在我要讓學校可以使用 。
you put these 10 samples at once in the cage .	你把這10個樣本放到籠子裡 。
in this case , opposites attract .	在這個例子中 , 相反的 , 吸引人 。
they thought it would reduce their property values .	他們認為這會降低他們的財產價值 。
his union jack underpants were made in india .	他的工會傑克·傑克·基特斯在印度創作 。
most of the comments are not " thank you . "	大部分的評論都不是 「 謝謝 」 。
and us , and i , and us are all part of you .	而我們 , 而我 , 我們都是你們當中的一部分 。
this one is called " what the fuck was i thinking ? "	這個名字叫做 「 我想到什麼錢 ? 」
many people would say , well , that's very easy .	很多人會說 , 嗯 , 這很容易 。
" now why does it do this , " i hear you ask .	「 為什麼要這樣做 ? 」 我聽到你們問 。
who had started a successful new tribe .	誰開始了新部落 。
and that's about it , that's all they know .	重點是 , 他們只知道 。
so , there's a fairly simple solution to this .	所以 , 這是一個簡單的解決方案 。
the engine of the fly is absolutely fascinating .	果蠅的引擎絕對令人著迷 。
but what is doing with gun industries ?	但 , 槍枝產業的作用是什麼 ?
so it's not good . it's not really good .	所以這不好 , 真的不好 。
and it felt kind of like being president , actually .	其實這感覺就像是總統 。
i can sink my teeth into this . "	我可以把牙齒浸進去 。 」
and , the laws of physics . right ?	物理定律 , 對吧 ?
well , it uses sexual reproduction .	嗯 , 它使用性繁殖 。
audience member 2: no , i just felt your energy .	觀眾2:不 , 我只是感覺到你的能量 。
this stuntman does not have a helmet .	這個特技演員沒有頭盔 。
the story , of course , is the rise of china .	當然 , 故事是中國崛起 。
i love when people put humans on the diagram .	我喜歡當人們把人放在圖表上時 。
why don't we try changing it every day ? "	為什麼我們每天都不嘗試改變它 ? 」
then hit square root twice .	然後撞到平方根 。
pretty good indication it's actually her on there .	很棒的指標是她在上面 。
the way to do that is to develop a conversation with the body .	要做到這一點 , 就是發展出和身體的對話 。
you need to somehow find the fitness function .	你需要找到適當的功能 。
everything i do is stitched with its color . "	我所做的一切都是用它的顏色儲存 。 」
not even hans thinks that's going to happen .	甚至漢斯也認為這會發生 。
you want to find a place to eat . you shake it .	你想找個地方吃東西 。 你搖晃它 。
but it has an unexpected twist .	但它有一個意想不到的扭曲 。
as i said , they were adventurous people .	就像我說的 , 他們是冒險人士 。
it's a story about transformation and connections .	這是關於轉變和連結的故事 。
now south african friends will know that was very painful .	南非朋友們會知道這很痛苦 。
the third step is to learn how to develop faith .	第三步是學習如何發展信仰 。
but i sat there for hours , and nothing came to mind .	但我坐在那裡好幾個小時 , 什麼都沒想到 。
so the materials are doing the most difficult fine patterning .	所以材料在做最困難的模式 。
you can use this for more than just remembering where food is .	你可以用它 , 不只是記住食物在哪裡 。
they choose very carefully who they connect with .	他們非常小心地選擇和誰連結 。
so how reliable are these billions of bits ?	所以 , 這些數十億位元是多麼可靠的 ?
for seniors , it's already one out of three .	對長輩而言 , 已經有三分之一了 。
as one gets older ? very , very common .	老了嗎 ? 非常常見 。
in the fall of 2004 i went to darfur .	2004年秋天 , 我去了達佛 。
but the price went to 140 dollars from 500 .	但價格從500美元降到140美元 。
and in the case of jane , hopefully , two .	在珍的案例中 , 希望 , 第二 。
the world population has doubled since i went to school .	自從我上學後 , 世界人口增加了兩倍 。
they knew no other way to live than to follow their dreams .	他們知道 , 除了追隨他們的夢想之外 , 沒有其他方式可以活下去 。
and it may also be explained that now you have a focus .	這也可能被解釋 , 現在你有焦點了 。
we knew what really happened ; someone told them to say this .	我們知道發生了什麼事 , 有人告訴他們這樣說 。
you stop by a wall , and start painting on that wall .	你停在牆上 , 開始在牆上畫畫 。
we shaded this one . we left that one hot .	我們把這張照片遮住了 。 我們離開了那個熱點 。
thursday night is illicit drug use .	星期四晚上是不合法的藥物使用 。
shake it , and you have a lesbian couple .	搖晃一下 , 你有一對女同性戀夫妻 。
i've got this experience , i'm in the world .	我經歷過這個經驗 , 我在世界各地 。
think of one of the letters in the title .	想想書名中的其中一封信 。
researched . oh , exciting . that's great !	研究 。 喔 , 很興奮 。 太棒了 !
we are here today . we have our digital technology .	我們今天在這裡 。 我們有數位科技 。
ca: i think we have that . let's show that .	克里斯.安德森:我想我們有這個 。 讓我們展示一下 。
you know , this is before radio , before recording .	你知道 , 這是在錄音之前 , 在錄音之前 。
i remember just wanting to lie down and quit .	我記得我只是想說謊並放棄 。
thank you for the privilege . it was great .	感謝你的特權 , 很棒 。
that is the essence of isirika .	這就是isirika的本質 。
but to understand that , we have to step back a little bit .	但要了解這一點 , 我們得要退一步 。
" you mean god didn't want my bread ? "	「 你是說上帝不想要我的麵包嗎 ? 」
but how does it do that ? now , that's interesting .	但它是怎麼做到的 ? 現在 , 這很有趣 。
it's a perfect story for a nerd like me .	對像我這樣的書呆子來說 , 這是個完美的故事 。
it is a beautiful country located in west africa .	這是一個美麗的國家位於西非 。
that threeyearold girl is still part of you .	那三歲的女孩仍然是你們的一部分 。
doctor 1: so , how did it get to be this way ?	醫生1:所以 , 該怎麼做 ?
lowcost providers can do it cheaper .	低成本的提供者可以做得更便宜 。
the world needs you now , the world needs you today .	世界現在需要你 , 世界現在需要你 。
makes sense . and this is important for a couple of reasons .	合理 。 這對幾個原因很重要 。
africa was gripped by poverty , disease and war .	非洲被貧窮、疾病和戰爭所掌握 。
everyone knows that sideeyed glance , right ?	大家都知道這副眼鏡 , 對吧 ?
that's exactly what i do optical mind control .	這正是我在做光學控制的 。
see this , this person , this is mary anderson .	看 , 這個人 , 這是瑪麗安德森 。
remember gutenberg and the other kind of printing ?	還記得古騰伯格和另一種印刷嗎 ?
interviewer: this much ? boy: yeah .	記者:這麼多 ? 男孩:是啊 。
i prayed for them , and things started to change .	我祈禱他們 , 事情開始改變 。
tapirs do not eat ants . never . ever .	貘不會吃螞蟻 。 從來沒有 。
the sky is blue without clouds .	天空是藍色的 , 沒有雲朵 。
i'm going to break the problem down into three parts .	我要把問題拆解成三個部分 。
one story you might be like the story of the quest .	其中一個故事 , 你可能就像是追求的故事 。
and maybe it's a mistake to think like that .	也許這是個錯誤 。
in fact , none of these messages worked .	事實上 , 這些訊息都沒有用 。
that this supported something integral to who i was .	這支持了我是誰 。
you have facebook , we have renren .	你有facebook , 我們有ren 。
it's a part of our interconnected world .	這是我們相互連結的世界的一部分 。
so the first one is called the ventral stream .	首先 , 稱為 「 通風流 」 。
maybe some of the supplies don't show up .	也許有些供應不會出現 。
so these are my illusion glasses .	這些是我的錯覺眼鏡 。
so i'm going to show you a demo of this .	我要給各位看一個示範 。
so there's that . then the distribution .	所以就這樣了 。 然後分佈 。
and this is what we're pursuing here .	這就是我們在這裡追求的 。
i worked with these friends of mine that i have here .	我和我的這些朋友一起工作 。
and we're going to play on this palette .	我們要在這個小冊子上播放 。
and these benefits would be significant .	這些益處會顯著 。
and i think that's just a horrible thing .	我認為這只是件可怕的事 。
and i promise it's worth it .	我保證這是值得的 。
you can sleep in clean sheets .	你可以睡在清潔的房間裡 。
since 1986 , it hasn't leaked .	從1986年起 , 它還沒漏掉 。
i work with a group of other architects .	我和一群其他建築師合作 。
and in fact , pretty soon we'll hear the sound .	事實上 , 很快我們就會聽到聲音 。
you know it's a little bit like a birth .	你知道這有點像出生 。
it's the memory of my father coming back home .	這是我父親回家的記憶 。
you can imagine how that plays out in combat .	你可以想像這是如何在戰鬥中演出出來的 。
they don't always even know why they're doing it .	他們甚至不知道為什麼會這樣做 。
that's what the celebration is all about .	這就是慶祝的重點 。
there weren't really many materials or things to use .	其實沒有太多的材料或東西可以用 。
my brother and i stepped out of the car .	我和我哥哥走出車 。
now all of this has been tremendous for the world .	這一切對世界來說都是很大的 。
it's something that we actually have total control over .	這是我們完全掌控的東西 。
so i don't have a problem with developers making money .	所以 , 我沒有開發者賺錢的問題 。
why don't you have the farmers do that ?	為什麼農夫不這樣做 ?
but now i understand that it is a record of the beginning .	但現在我知道這是一開始的紀錄 。
so they poke at it and peck at it .	所以他們在上面戳 , 看它 。
em: we need to address a global market .	馬:我們得要處理全球市場 。
oh , you play drums , don't you .	喔 , 你打鼓 , 不要 。
inmates are highly adaptive .	囚犯非常適應 。
now , science and asking questions is about courage .	現在 , 科學和問問題是勇氣 。
so , i realized that was completely not going to work .	所以 , 我意識到這完全行不通 。
so he had this incredible curiosity .	所以他有了很棒的好奇心 。
but i believe the opposite to be true .	但我相信 , 相反的 , 是真的 。
and i think there are clearly right answers to that .	我認為這答案很明顯 。
some people feel that all this is a trivial issue .	有些人覺得這一切都很重要 。
humiliation is not revelation .	羞辱感不是啟示 。
" can the brain build such a perception ? "	「 大腦能否建立這樣的感知 ? 」
in the serial number , there is a letter .	在序列數字中 , 有一封信 。
even eight men to a cell had a toilet .	甚至有八個男人在細胞上廁所 。
it's just captured through from the lamp .	它只是從燈中捕捉到的 。
so what has this got to do with business leadership ?	所以 , 這和商業領導有什麼關係 ?
then no , it does not deserve protection .	不 , 它不應該受到保護 。
consider the planet venus in our solar system .	想想我們太陽系中的金星 。
and through the children is usually the way to go .	透過孩子們 , 通常是要走路的 。
i had patients tell me that those sound the same .	我有病人告訴我 , 這些聽起來也一樣 。
their instructions: just walk normally .	他們的指示:正常走路 。
but i think they knew how sad i was for them .	但我認為他們知道我對他們有多悲傷 。
and this isn't partisan it's people .	這不是黨派 , 而是人 。
i've planted a hundred trees in a day .	我一天種了一百棵樹 。
it's not . it's a verb .	這不是 。 這是個動詞 。
it doesn't have to be always dissection .	它不必總是分心 。
the idea of the good country is basically very simple .	好的國家的想法基本上很簡單 。
and a third option is nuclear power .	第三個選擇是核能 。
and so this is the kind of thing we decided to do .	這就是我們決定要做的 。
i have to find my way back to the flesh .	我得要回頭找新鮮人 。
it was the hardest hit of any country in the world .	這是世界上最難的國家 。
but we also owe it to our sons .	但我們也欠它給我們的兒子 。
the electric iron , also very big .	電鐵也非常大 。
there's a lot of friction in the system .	系統中有很多摩擦力 。
which of these hypotheses can be true ?	這些假設當中有哪些是真的 ?
so , yeah , so this is , again , difficult .	所以 , 是的 , 所以 , 這又是很困難的 。
you have palestinelovesisrael .	你有巴勒斯坦的愛因斯坦人 。
how much do i stand to gain from cheating ?	我能從作弊中得到多少 ?
there's 10 tickets in this lottery .	這個彩票中有十個票子 。
you need accessories you're going to come with .	你需要你要來的管道 。
but a lot of people don't love it so much .	但很多人不太喜歡它 。
anything that we do spreads ripples .	我們所做的任何事都會傳播波紋 。
so it's a very nice little device .	這是一個非常棒的小裝置 。
shame is at the core of all of this .	羞恥是這一切的核心 。
mercury is used in the extraction process .	水星在抽象過程中被使用 。
if we needed this or this , what would you want ? "	如果我們需要這個或這個 , 你會想要什麼 ? 」
but i actually walked away with a great job offer .	但我真的走出去了一份很棒的工作 。
each person wrote down their own estimate .	每個人寫下自己的估計 。
sexually attractive people are hot .	性吸引力的人是熱的 。
or are you going to hug a child ? pick .	或者你要擁抱一個孩子 ? 選擇 。
he already knew by my tone of voice and body language .	他已經知道我的聲音和身體語言 。
beau lotto: do you think you see reality ?	貝魯.羅托:你認為你看到現實嗎 ?
you're reading about larry page already .	你已經在讀larry頁了 。
what can we do about this ? what are the solutions ?	我們能做些什麼 ? 解決方案是什麼 ?
i had never before thought of myself as a creative person .	我以前從來沒有想過自己是創意人物 。
strange term , but in some ways , he is .	奇怪的名詞 , 但在某種程度上 , 他是 。
they say three percent of the population likes classical music .	他們說百分之三的人喜歡古典音樂 。
add them all up and the result won't be perfect .	把它們加起來 , 結果不會完美 。
in other words what is a meritocratic society ?	換句話說 , 精英社會是什麼 ?
but the point is , it doesn't feel that way .	但重點是 , 感覺不太一樣 。
facebook has started a dark net site .	臉書成立了一個黑暗的網站 。
it is that beautiful . it is yours to protect . "	很漂亮 , 你要保護 。 」
well , there is very little i can do about that .	嗯 , 我幾乎無法做到這一點 。
i have chosen not to rock the boat .	我選擇不要搖船 。
i'll try to make that clear partially clear .	我將試著清楚的說明一下 。
let's start easy , with the middle east .	讓我們從中東開始簡單 。
so low income here , high income there .	這裡的收入低 , 高收入 。
that seems like a onequestion iq test .	這看起來像是個單一的智商測驗 。
stereotypes have been broken .	刻板印象已經被破壞了 。
now this app is spawning itself from the data .	現在這個應用程式是從資料中自行製造 。
it's less linear for them and more circular .	對他們來說 , 線性較少 , 循環也比較少 。
but i would say nothing , and i would seethe inside .	但我會說 , 什麼都沒有 , 我會在裡面看到 。
when we know something well , it's difficult to change .	當我們知道一些好事時 , 很難改變 。
most city agencies give us statistics .	大部分的城市機構給了我們統計數據 。
jl: and that helped when amy was born ?	jl:那幫助了艾米出生的時候 ?
you can create a compstat for justice .	你可以為正義創造一個競爭 。
and when they were old , they were completely different animals .	當牠們老的時候 , 牠們完全不同 。
and trust me it was not that great back then .	相信我 , 那時的確不是那麼棒 。
but how will we know ? how will we come to know ?	但我們要怎麼知道 ? 我們要怎麼知道 ?
agf: it's important for many reasons .	agf:對很多原因很重要 。
meet someone you do not know , and get to know them .	和你不知道的人見面 , 去認識他們 。
cameraman: i work on different camera solutions .	攝影師:我研究不同的相機解決方案 。
and i found something interesting , i thought , at that time .	那時我發現了一件有趣的事 。
similarly , we can think about physiology .	同樣的 , 我們可以考慮生理學 。
so i'll paraphrase his exact words .	所以 , 我將用他的字來解釋 。
will they feel excommunicated as i did ?	他們是否會像我一樣被傳達出來 ?
and we never think about the hidden connection .	我們從來沒有想過隱藏的連結 。
well , i had a unique seat that day .	那天我有一個獨特的座位 。
and to explain why this is so , i have a question .	為了解釋為什麼這樣 , 我有一個問題 。
radicalization isn't this yesorno choice .	激進化不是昨天的選擇 。
" where were you october 5th ? "	「 你十月五日在哪裡 ? 」
medical conditions don't negate the human condition .	醫學條件並不會忽略人類的狀況 。
i mean 100 percent death rate is pretty severe .	我的意思是100%的死亡率相當嚴重 。
and in study after study , they have run from difficulty .	在研究後 , 他們從困難中得到研究 。
other people do all sorts of jobs to get by .	其他人做各式各樣的工作 。
so these are ecological and economic impacts of climate .	這些是氣候的生態和經濟影響 。
then i got a letter from this gentleman .	接著 , 我收到一位先生的信 。
the more shame , the more clicks .	越羞恥 , 就越點擊 。
a fish can't do anything to a crow . "	一條魚對烏鴉做不了什麼 。 」
now , notice the word here is " become . "	現在 , 注意一下 , 這個字是 「 變成 」 。
they came to told me , i have to save him .	他們來找我 , 我得拯救他 。
and that's really how i became an entrepreneur . "	這就是我成為創業家的方式 。 」
are you admitted into the college you wanted to get into ?	你有承認你想要進入大學嗎 ?
because you see now , i presented statistics that don't exist .	因為現在 , 我展示了統計數據 , 並不存在 。
we did this in africa , and we're very proud of that .	我們在非洲做這件事 , 我們對此感到驕傲 。
she didn't say much ; there were lots of silences .	她沒有說太多 ; 有很多沉默 。
moreover , he invites us to look under the hood .	此外 , 他邀請我們在屋頂下看 。
that's a digital storage in a physical container .	這是一個物理容器裡的數位儲存空間 。
and that of course defeats the object of the exercise .	這當然會打敗運動的物體 。
the research in this field has been taking giant steps lately .	最近 , 這個領域的研究一直在採取巨大的步驟 。
and tourism campaigns can just be cheesy .	旅遊活動可能只是起士 。
but conceptually , it's essentially simple .	但概念上 , 它基本上很簡單 。
and as you can see , it's extremely difficult to read .	如你所見 , 閱讀非常困難 。
sialic acid is not the kind of sugar that we eat .	西爾酸不是我們吃的糖 。
if you go to my site , there's tons of things .	如果你去我的網站 , 就有很多東西 。
and on other days , we would read together , we would read poetry .	有時 , 我們會一起閱讀 , 我們會閱讀詩 。
i knew then that this topic needed to be open for discussion .	我當時知道這個議題需要開放給大家討論 。
and languages differ in where they put boundaries between colors .	語言在不同顏色之間的界限 。
this is called the registry of standard biological parts .	這叫做標準生物部件的記錄 。
and i'll be honest , i don't know why that is .	老實說 , 我不知道為什麼 。
so immediately , we're rejecting them .	所以 , 我們立即拒絕他們 。
and that's why you don't need to model the glass .	這就是為什麼你不需要模擬玻璃 。
we went to other countries . as i said we went to denmark .	我們去了其他國家 。 就像我說的 , 我們去丹麥 。
and he said that , in fact — let me see if this thing works .	他說 , 事實上 , 讓我看看這東西是否行得通 。
so this is the 50 percent line , that's the random expectation .	這是50%的線條 , 這是隨機的期待 。
i've been trying to show you the oddities of human behavior .	我一直在試著向各位展示人類行為的機率 。
in about 30 days or so they'll be connected to the greenlab .	在大約30天左右 , 他們會和綠實驗室連結 。
craig venter: can we explain how significant this is ?	克萊格凡特:我們能解釋這有多重要嗎 ?
they showed puss oozing out from between their teeth .	他們從牙齒間向外展示了pus 。
the challenge , so often , is hanging on to that as we grow up .	通常 , 我們長大時所面臨的挑戰是 ,
and i believe the end product of it will be entirely about engagement .	我相信最終的產品將會完全關注參與 。
nobody , so like i said , i'm a titan .	沒有人 , 就像我說的 , 我是鐵達人 。
" and that we're focused on our careers , not our family . "	「 我們專注在職涯上 , 而不是我們的家人 。 」
there are also people who are allergic to a particular vaccine .	還有一些人對特定疫苗過敏 。
we represent over 60 percent of the number of refugees globally .	我們全球超過60%的難民 。
we can revert the malignant phenotype .	我們可以逆轉惡性型態 。
we have to fix that and figure out what we're going to do . "	我們必須解決這個問題 , 找出我們要做什麼 。 」
he was in sudan when the civil war broke out there .	當內戰爆發時 , 他在蘇丹 。
as you might see the bottom of the list was climate change .	如你所見 , 清單的底部是氣候變遷 。
now , these are trivial marketing examples , i accept .	現在 , 我接受 , 這些都是小規模行銷的例子 。
for every yes , you would get a point on your ace score .	對每一個人來說 , 你都會得到你的ace分數點 。
and so this green dot up here is a driver assistance system .	這個綠點是駕駛輔助系統 。
it's the idea that some people don't believe in an afterlife .	這個想法是 , 有些人不相信後世 。
and what's under that is what we call bureaucracy .	下面我們稱之為官僚制度 。
you know who to arrest , who to negotiate with .	你知道誰要逮捕 , 誰要和誰談判 。
so mission 31 wasn't so much about breaking records .	所以 , 31任務並不多 , 重點是打破紀錄 。
and then , eventually , only dummies wanted to work there .	然後 , 最終 , 只想在那裡工作 。
some of our heroes return home to tell their stories .	我們有些英雄回家告訴他們的故事 。
it shouts out the hidden filtered voices .	它大聲喊出隱藏的過濾聲音 。
tmm: it's 6:30 a . m .	tm:是6:30 。
well , it's actually a lot cheaper than you may think .	其實比你想像的還要便宜很多 。
let the gratefulness overflow into blessing all around you .	讓感激超越你周圍的祝福 。
and in string theory , vibration determines everything .	在弦理論中 , 振動決定了一切 。
these technologies are commercially available .	這些科技是商業上可用的 。
and i needed to find something historically that would match that .	我必須在歷史上找到一些與此相比的東西 。
it could be one becomes very obese , the other is not .	可能是很肥胖的 , 另一種則不是 。
and those two things are religion and politics .	這兩件事是宗教和政治 。
and this is the kansai airport , in japan .	這是在日本的堪薩尼機場 。
this photo , you can you can even see on an interactive map .	這張照片 , 你甚至可以在互動地圖上看到 。
configure your brain to cope the best in that situation .	組合你的大腦 , 來處理那個情況中最好的狀況 。
and this one i learned because i tried to follow everything in the bible .	我學到這一點 , 因為我試著追隨聖經裡的一切 。
that is something which is very , very lacking in ai .	這在人工智慧中是非常、非常缺乏的 。
what makes this dynamic inconsistency happen ?	為什麼這種動態不一致性會發生 ?
and that's mercury ok , ok , i'll stop .	那很好 , 好 , 我會停下來 。
we then process these husks with some basic equipment .	然後我們用一些基本設備來處理這些擁抱 。
you know , i'm making a very important argument .	你知道 , 我提出了一個非常重要的論點 。
zach , can you hold your breath , please ?	zach , 請呼吸嗎 ?
and skin at the other end also represents the floor .	另一端的皮膚也代表地板 。
now do you need towels , laundry , maids ?	現在 , 你需要輪子、洗衣機、女士嗎 ?
it spread like a crescendo all around the world .	它像全世界的crescrescendo一樣散播 。
and you think of the internet as this kind of distributed system .	你把網路想成是這種分佈系統 。
the higher the iq , the more likely they were to give up .	智商越高 , 他們就越有可能放棄 。
and what it all boils down to is , of course , the sun .	當然 , 這一切都歸功於太陽 。
the third , judge bryson , agreed with us .	第三 , 法官布萊森同意我們 。
it stayed here and tried not to move any part of its body .	它留在這裡 , 試著不要移動身體的任何部分 。
we have life imprisonment without parole for kids in this country .	在這個國家 , 我們有生命監禁 , 卻沒有對這個國家的孩子保障 。
just looked like the coast of california for me .	看起來就像加州的海岸 。
this time , i'm going to talk about mental illness .	這次 , 我要談心理疾病 。
i'm not holding these out as being the biggest issues .	我不把這些視為最大的議題 。
so , what i'd like to do now is try a little drawing .	所以 , 我現在想做的是試著畫畫 。
it seems a little bit crazy , but it's not .	這看起來有點瘋狂 , 但不是 。
and in england , there's a pop singer .	在英國 , 有一名流行歌手 。
we're going to offer it as a donation to this poor country .	我們將捐贈給這個貧窮國家 。
this is the government's projection for the workingage population going forward .	這是政府對勞動人口的投影 。
what we see are human beings in all their multiplicity .	我們看到的是人類的多樣性 。
what you have here is an electronic cigarette .	你現在看到的是電子香菸 。
and a piazza is the beginning of urban life .	披薩是都市生活的開始 。
but the wall's main purpose today is cultural .	但現今牆的主要目的是文化 。
and i'm not just talking about getting your bell rung .	我不只是在說要讓你們的肚子跑步 。
now let me talk about what happens when you enter into the military .	現在讓我來談談當你進入軍隊時會發生什麼事 。
of course all happy families aren't alike . "	當然所有的快樂家庭都不像 。 」
i think i was a stronger baby than my brother .	我覺得我比我哥哥更強壯 。
this is the signal for a catcher to walk the dog .	這是捕捉狗的訊號 。
this is the income distribution of china , 1970 .	這是1970年中國的收入分佈 。
child: ommm . ommm . ommm .	孩子:嗯 , 嗯 , 嗯 。
we put people in boxes based on their genitalia .	我們把人放在盒子裡 , 根據他們的生殖器官 。
so here we are having our first client , brilliant .	這裡我們有第一個客戶 , 很聰明 。
truly , you would be a great success story .	真的 , 你會是個很成功的故事 。
but , you know , our stories are like this because our lives are like this .	但我們的故事就像這樣 , 因為我們的生活就像這樣 。
most artists today learn on their own by trial and error .	現今大部分的藝術家都用試驗和錯誤來學習 。
and so i started playing around , and i found something going on over here .	所以我開始玩耍 , 我發現這裡發生了什麼事 。
" no , that's impossible , " they'd say .	他們會說: 「 不 , 那是不可能的 。 」
up top: shopping bags and frappuccinos .	上面是購物袋和香菸 。
so we bought 100 , 000 books and sent them to india .	所以我們買了十萬本書 , 送到印度 。
if we can make matter alive , would we have a matterhazard ?	如果我們能活著 , 我們會有麻煩嗎 ?
they go from a couple of inches to a couple of feet .	他們從幾英吋到幾英吋 。
bandura calls this process " guided mastery . "	bandura稱這個過程為 「 指導大師 」 。
it is about getting the message heard and respected .	重點是要讓訊息被聽見和尊重 。
and then the pattern was changed: triangle , square .	然後模式就改變了:三角形、平方形 。
but it's an unusual building to protect this telescope .	但 , 保護這個望遠鏡是很不尋常的建築 。
my beautiful wife has been with me through this entire journey .	我美麗的妻子在這整個旅程中一直跟著我 。
i thought that i couldn't come here without giving you something special .	我想 , 如果沒有給你特殊的東西 , 我不能來這裡 。
damn . but you know , watson is growing up fast .	該死 。 但 , 沃森成長得很快 。
so ok , we proved we can turn things into interfaces .	好 , 我們證明我們可以把東西轉換成介面 。
the peace talks dragged on and on and on .	與平的演說不斷不斷地拖延著 。
does this idea support this goal ? if yes , let's keep it .	這個想法是否支持這個目標 ? 如果有 , 讓我們保持它 。
who decides whether to release a gene drive that can fly ?	誰決定要釋放一個可以飛翔的基因驅動 ?
but what if we stopped thinking about devices and think instead about environments ?	但如果我們停止思考設備 , 而不是去思考環境呢 ?
it's a complex system , but within it , there is no waste .	這是一個複雜的系統 , 但在裡面 , 沒有廢料 。
women use social media at a rate of 600 percent more than men .	女性用社交媒體比男性高出600% 。
it means you can have twins born oh , in 50 years ?	這意味著你有雙胞胎生在哦 , 50年內 ?
the swiss have an interesting army . five hundred years without a war .	瑞士有一支有趣的軍隊 , 五百年沒有戰爭 。
ear infections started when he was barely four months old .	耳朵感染始於他幾乎四個月大的時候 。
and so i applied to caltech and they turned me down .	所以 , 我申請加州理工 , 他們把我關掉 。
and as i said before , you never know who you might inspire .	正如我之前說的 , 你永遠不知道你會鼓舞誰 。
and while this approach has merits , i have come full circle .	雖然這個方法有優點 , 我已經完整地循環 。
either way , she was focused , she was filling out the form .	無論如何 , 她都專注於 , 她都填滿了形式 。
but interestingly , it's also a way to show how power has changed .	但有趣的是 , 它也是展現權力如何改變的方式 。
something that wasn't even a possibility became a reality .	甚至不可能變成現實 。
she said , " get off your throne . money is green . "	她說: 「 離開你的喉嚨 , 錢是綠色的 。 」
1990 , you've gotten most of the northern areas .	1990年 , 大部分的北方地區都有 。
and making buildings for this beauty makes cities better places to live .	為了這個美麗的建築 , 讓城市更適合居住 。
none in india . there are now at least a half a million active .	印度沒有一個 。 現在至少有50萬個活躍 。
look: that huge hump in the middle already have girls in school .	看:中間那巨大的擁抱已經有學校裡的女孩了 。
i had extensive and lifethreatening injuries .	我經歷了很大且有生命危險的傷害 。
and we were asked to participate in a few projects before this .	我們被要求參與幾個計畫 。
so , i did tropical ecology and plant botany .	所以 , 我做了熱帶生態和植物的轟炸 。
but it's so fundamental to everything else in our world .	但對我們世界上其他的一切來說 , 這對我們來說是很重要的 。
it's the best way to shut people down on an airplane .	最好的方式是把人關在飛機上 。
but i think being different is good , because you present a different point of view .	但我認為是不一樣的 , 因為你有不同的觀點 。
but my obligations to my nation were always superior .	但我對我的國家的義務總是優越 。
so we have a biology of trustworthiness .	所以我們有一個信任的生物學 。
and this is the same thing , money down there , and health , you know ?	這也是一樣的 , 下面的錢 , 還有健康 , 你知道嗎 ?
these kinds of things play out in lots of bad ways in humans .	這類的事情在人類身上發生了很多壞事 。
and this runs off of a motorcycle battery .	這是從摩托車電池跑出來的 。
no magic . no secret . it's just love .	沒有魔術 , 沒有秘密 , 只是愛 。
amundsen was focused solely on reaching the pole .	艾倫森只專注於進入極地 。
you don't need you don't need something more to get something more .	你不需要更多東西才能得到更多東西 。
same neurons , same neurochemicals , same biology .	同樣的神經元 , 同樣的神經化學物質 , 同樣的生物學 。
that's because this used to be my home and office on maui .	那是因為這曾經是我在馬丘的家和辦公室 。
you can see the chai being poured in the background .	你可以看到 , 後面的椅子被倒在後面 。
and he had no training or background in logistics .	他在邏輯上沒有訓練或背景 。
these cells are unique because they're totally naïve .	這些細胞是獨特的 , 因為它們完全天真 。
but i talked to other people who were true ideologues .	但我和其他真正的自我隔離者談過 。
so we have not had that at all with these socalled treatments .	所以我們完全沒有這種所謂的治療方法 。
because it's so hard to admit our own fallibility .	因為要承認我們自己的失敗是非常困難的 。
it has nothing to do with the fact that i was born there , of course .	當然 , 這跟我出生在那裡的事實無關 。
so what did we do ? we send it back to the editor .	所以我們做了什麼 ? 我們把它送回編輯機上 。
then she came back and walked away from us into a second hut .	接著 , 她回來 , 離開了我們 , 走到第二間小屋 。
how do i integrate this information into the longer course of my life ?	我如何將這些資訊整合到我人生的更長途中 ?
and it allowed me to test my device on her samples as well .	它也讓我可以在她的樣本上測試我的裝置 。
cs: i can't stop imagining what that might be .	辛蒂:我無法停止想像那可能是什麼 。
loud stops being loud anymore , after a while .	一陣子之後 , 聲音不再大聲了 。
how many of you have ever heard someone say privacy is dead ?	在座有多少人聽過有人說隱私是死去的 ?
i put it to you: is this eliminating poverty ?	我給你們看 , 這是消除貧窮嗎 ?
it does not matter how powerful your prosthetic ankle is .	不論你的義肢皮膚有多強大 。
and i know some of you are saying , " practice ?	我知道你們有些人在說: 「 練習嗎 ?
the kind with the corrugated roof , you know .	那種腐敗的屋頂 。
and the third one was , never criticize a teammate .	第三個是 , 從來沒有批評隊友 。
it's more than just being open to selfimprovement .	不只是開放自我改善 。
they were jewish refugees from belgium .	他們是來自比利時的猶太難民 。
brazil is the most violent country in the world today .	巴西是現今世界上最暴力的國家 。
